,name,track_id,album,artist,artist_id,release_date,length,popularity,artist_pop,artist_genres,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,time_signature,playlist
85,Vegas (From the Original Motion Picture Soundtrack ELVIS),0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,2022-05-06,182906,87,88,"['dance pop', 'pop']",0.0777,0.801,0.601,3.23e-05,0.145,-7.574,0.255,159.969,0.74,8,0,4,Hot Hits USA
86,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,56oDRnqbIiwx4mymNEv7dS,2022-04-14,191822,86,79,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",0.0995,0.836,0.743,0.0,0.335,-6.305,0.0656,108.966,0.722,10,0,4,Hot Hits USA
87,STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,2022-09-22,210575,90,83,"['lgbtq+ hip hop', 'pop']",0.148,0.637,0.715,0.0,0.0892,-4.971,0.0455,141.872,0.308,2,0,4,Hot Hits USA
88,Bones,54ipXppHLA8U4yqpOFTUhr,Mercury - Acts 1 & 2,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2022-07-01,165264,86,89,"['modern rock', 'rock']",0.0201,0.772,0.75,0.0,0.074,-3.67,0.0455,114.061,0.587,5,0,4,Hot Hits USA
89,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,35ovElsgyAtQwYPYnZJECg,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,5pKCCKE2ajJHZ9KAiaK11H,2022-10-28,196519,90,90,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",0.899,0.247,0.299,0.0,0.131,-6.083,0.0315,177.115,0.172,9,1,4,Hot Hits USA
90,Stick Season,0GNVXNz7Jkicfk2mp5OyG5,Stick Season,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,2022-07-08,182346,78,77,['pop'],0.799,0.664,0.5,0.0,0.0966,-6.935,0.0651,117.896,0.801,9,1,4,Hot Hits USA
91,Evergreen (You Didn’t Deserve Me At All),2TktkzfozZifbQhXjT6I33,Ivory,Omar Apollo,5FxD8fkQZ6KcsSYupDVoSO,2022-04-08,216680,87,75,"['bedroom pop', 'bedroom soul', 'pop']",0.598,0.697,0.336,0.00528,0.107,-10.395,0.0424,82.029,0.31,9,1,3,Hot Hits USA
92,Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Rema,46pWGuE3dSwY3bMMXGBvVS,2022-08-25,239317,94,81,['nigerian pop'],0.382,0.801,0.806,0.000669,0.114,-5.206,0.0381,106.999,0.802,11,1,4,Hot Hits USA
93,HOTEL LOBBY (Unc & Phew),4vVjPTApwXZwB2H3mBq3ml,Only Built For Infinity Links,Quavo,0VRj0yCOv2FXJNP47XQnx5,2022-10-07,142657,81,81,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap']",0.117,0.825,0.649,0.0,0.232,-4.297,0.169,127.978,0.143,11,1,4,Hot Hits USA
94,Die For You,26hOm7dTtBi0TdpDGl141t,SMITHEREENS,Joji,3MZsBdqDrRTJihTHQrO6Dq,2022-11-04,211666,90,87,['viral pop'],0.383,0.472,0.518,0.127,0.289,-7.379,0.051,147.805,0.154,8,1,4,Hot Hits USA
95,About You,1fDFHXcykq4iw8Gg7s5hG9,Being Funny In A Foreign Language,The 1975,3mIj9lX2MWuHmhNCA7LSCW,2022-10-14,326490,85,82,"['modern alternative rock', 'modern rock', 'pop', 'rock']",0.312,0.416,0.762,0.804,0.0559,-7.385,0.0279,95.967,0.461,2,1,4,Hot Hits USA
96,Rock and A Hard Place,4686eQ81DEswHa90bcdlC9,Rock and A Hard Place,Bailey Zimmerman,3win9vGIxFfBRag9S63wwf,2022-06-10,207540,83,74,['contemporary country'],0.577,0.582,0.568,0.0,0.105,-7.3,0.0275,121.991,0.394,1,1,3,Hot Hits USA
97,La Bachata,5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,2022-05-26,162637,98,85,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",0.583,0.835,0.679,1.98e-06,0.218,-5.329,0.0364,124.98,0.85,7,0,4,Hot Hits USA
98,Super Freaky Girl,4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,2022-08-12,170977,87,86,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",0.0645,0.95,0.891,1.77e-05,0.309,-2.653,0.241,133.01,0.912,2,1,4,Hot Hits USA
99,Heat Waves,6CDzDgIUqeDY5g8ujExx2f,Heat Waves,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,2020-06-29,238805,83,79,"['gauze pop', 'indietronica', 'shiver pop']",0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,0.531,11,1,4,Hot Hits USA
100,Nothing Is Lost (You Give Me Strength),1DzJbVkBELu6jDu6q0T0tk,Avatar: The Way of Water (Original Motion Picture Soundtrack),Simon Franglen,12WCXE6DlRcCn2rEShNepL,2022-12-15,267504,77,96,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.0002,0.52,0.693,2.2e-05,0.122,-7.704,0.0331,126.985,0.12,5,1,4,New Music Friday
101,Face 2 Face,6L4XGeAdRRC32vVJpp8MdM,Face 2 Face,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2022-12-15,124558,81,90,"['chicago rap', 'melodic rap']",0.0948,0.711,0.72,0.0,0.101,-4.532,0.0308,155.997,0.437,9,1,4,New Music Friday
102,DESPECHÁ RMX,4CD623yLJVvKJxUyzaTqtC,DESPECHÁ RMX,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,2022-12-16,170827,76,85,['r&b en espanol'],0.235,0.954,0.582,1.26e-06,0.0572,-5.744,0.0727,130.008,0.884,9,0,4,New Music Friday
103,Mad Max,2i2qDe3dnTl6maUE31FO7c,Lil Durk Presents: Loyal Bros 2,Only The Family,3IaKn0ExWTMPqa0mscUYw3,2022-12-16,153600,72,84,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",0.0212,0.898,0.64,0.0,0.0919,-8.796,0.255,149.988,0.68,5,0,4,New Music Friday
104,Gorilla,0pJO1tc1GpnxFyQp6Zp82r,NO THANK YOU,Little Simz,6eXZu6O7nAUA5z6vLV8NKI,2022-12-12,245819,67,67,"['alternative r&b', 'escape room', 'trap queen']",0.269,0.716,0.813,0.0,0.104,-5.748,0.256,90.418,0.682,5,1,4,New Music Friday
105,Losing You,146pr47LcU6HE5TQ6mgiSX,Losing You,FLO,0s4kXsjYeH0S1xRyVGN4NO,2022-12-15,224500,61,62,"['pop', 'r&b']",0.454,0.503,0.508,0.0,0.0784,-7.294,0.0605,120.208,0.425,0,1,4,New Music Friday
106,When You Bad Like That (feat. Future),275YNZEcI6UKFU7hO1kzKX,Sincerely For You,Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,2022-12-16,190186,60,69,"['atl hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'urban contemporary']",0.404,0.617,0.469,0.0,0.19,-7.54,0.0543,131.554,0.481,7,0,4,New Music Friday
107,LET GO,3zkyus0njMCL6phZmNNEeN,LET GO,Central Cee,5H4yInM5zmHqpKIoMNAx4r,2022-12-15,174246,86,82,['melodic drill'],0.859,0.735,0.449,0.0,0.213,-9.933,0.383,146.016,0.514,2,0,4,New Music Friday
108,Needed That,1Pgu551wrKnGA82NiytP9G,Me vs. Myself (Deluxe),A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,2022-12-12,206294,68,84,"['melodic rap', 'rap', 'trap']",0.108,0.489,0.548,0.0,0.0865,-7.907,0.271,146.33,0.68,0,0,4,New Music Friday
109,Take me home,26AmP3ukYC4Zs9lSGlh55I,Take me home,PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,2022-12-16,200653,67,76,[],0.173,0.573,0.66,0.149,0.111,-8.304,0.0609,172.072,0.461,11,0,4,New Music Friday
110,Playa Del Inglés,2t6IxTASaSFkZEt61tQ6W6,Playa Del Inglés,Quevedo,52iwsT98xCoGgiGntTiR7K,2022-12-15,237525,79,87,"['rap canario', 'urbano latino']",0.0822,0.793,0.736,0.0,0.109,-3.254,0.0469,112.993,0.656,7,0,4,New Music Friday
111,I Dream of Chrome,3QQXpvZd9qmzHZ02wDf2im,DIRTIESTNASTIEST$UICIDE,$uicideboy$,1VPmR4DJC1PlOtd0IADAO0,2022-12-16,145842,73,87,"['dark trap', 'new orleans rap', 'underground hip hop']",0.0484,0.84,0.934,0.0,0.0961,-3.717,0.119,149.994,0.67,0,1,4,New Music Friday
112,Another Nasty Song,6lABMzDz2QUqZXRPvQIkuJ,Another Nasty Song,Latto,3MdXrJWsbVzdn6fe5JYkSQ,2022-12-16,144313,64,72,"['pop', 'rap', 'trap queen']",0.271,0.853,0.476,0.0,0.091,-7.217,0.28,76.525,0.646,11,0,4,New Music Friday
113,Sex In The Porsche (and PARTYNEXTDOOR),33RTe6MAxEno83JSdpObQr,Sex In The Porsche (and PARTYNEXTDOOR),Diddy,59wfkuBoNyhDMQGCljbUbA,2022-12-14,213626,65,73,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']",0.109,0.698,0.553,9.1e-06,0.314,-6.886,0.0458,91.054,0.0582,0,1,4,New Music Friday
114,You Never Visit Me,04nzvWWsX2TDl0mjpBVeWd,You Never Visit Me,Masego,3ycxRkcZ67ALN3GQJ57Vig,2022-12-12,230906,63,70,[],0.615,0.755,0.526,1.35e-05,0.0872,-6.213,0.284,80.221,0.536,0,1,4,New Music Friday
115,Songs We Used To Sing,0EAzZ4aKlERuRmAYIXcRX6,Songs We Used To Sing,ERNEST,4GGfAshSkqoxpZdoaHm7ky,2022-12-16,185730,61,64,"['contemporary country', 'country']",0.434,0.359,0.579,0.0,0.104,-5.752,0.0282,89.721,0.274,4,1,4,New Music Friday
116,Doesn't Really Matter,2lu9ElghP2Z0IB0FB6vXAG,Doesn't Really Matter,Barrie,1pHO6SCEw9tuRx0IVMFL0g,2022-12-13,132817,52,50,"['brooklyn indie', 'indie pop', 'indie rock', 'vapor soul']",0.65,0.608,0.372,0.147,0.284,-8.021,0.0288,139.937,0.55,9,1,1,New Music Friday
117,LA FINE,6DPE8tGV9lzKALNnvuY9dS,LA FINE,Måneskin,0lAWpj5szCSwM4rUMHYmrr,2022-12-16,200588,70,80,"['indie rock italiano', 'italian pop']",0.00118,0.506,0.981,0.0,0.129,-2.228,0.0922,112.447,0.572,2,1,4,New Music Friday
118,FOMF,1q9huadusReYqEjnENS3uw,HERBERT,Ab-Soul,0g9vAlRPK9Gt3FKCekk4TW,2022-12-16,160920,62,64,"['alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",0.107,0.728,0.785,0.0,0.0884,-6.253,0.205,132.039,0.735,5,0,4,New Music Friday
119,I Guess,1Q8UhAL4Ebspx05qAFGyTn,I Guess,Saint Levant,5ZZsFnpO7frU8h5xH1wtjT,2022-12-12,158000,66,66,['palestinian hip hop'],0.219,0.646,0.461,0.000218,0.108,-10.347,0.167,69.815,0.499,5,0,4,New Music Friday
120,Don't Cry For Me,2OUJj5upivZyb4mUCEoQp7,Don't Cry For Me,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2022-12-15,199515,63,77,"['dance pop', 'urban contemporary']",0.00767,0.607,0.698,0.000101,0.295,-5.511,0.0362,123.942,0.219,8,1,4,New Music Friday
121,Stadiums,5Sqya98MFN0RHN2oglnTTX,Stadiums,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,2022-12-16,172362,63,71,"['melodic rap', 'rap', 'slap house', 'trap']",0.0243,0.734,0.775,0.0,0.128,-3.257,0.179,156.052,0.321,2,1,4,New Music Friday
122,Checkers (feat. Bandmanrill),2UUEnFfWx3y3lPKiwHTknQ,Checkers (feat. Bandmanrill),24kGoldn,6fWVd57NKTalqvmjRd2t8Z,2022-12-16,161424,62,74,"['cali rap', 'pop', 'pop rap', 'rap']",0.0661,0.754,0.9,0.0,0.105,-3.379,0.239,144.058,0.236,7,1,4,New Music Friday
123,Today (can't help but cry),34uL0b0ekds3vN3jgfpsqS,Today (can't help but cry),Gretel Hänlyn,39HYn2OCDJFkUauHXqwBsG,2022-12-15,252631,50,43,[],0.0094,0.395,0.915,0.00282,0.258,-6.21,0.0502,189.905,0.324,3,1,4,New Music Friday
124,Catch Your Eye,6GPVKiXpyWUS6qAxxOoVrq,Catch Your Eye,Andy Shauf,5mFKYdmiYwNJTDtSzgFyQx,2022-12-12,162560,51,54,"['canadian indie folk', 'indie folk', 'indie pop', 'indie rock', 'saskatchewan indie']",0.716,0.636,0.254,0.00707,0.128,-15.426,0.0363,77.98,0.33,1,1,4,New Music Friday
125,Old Ways,6NJsBm5qO23E3st5BRIsSN,Old Ways,Young Dolph,3HiuzBlSW7pGDXlSFMhO2g,2022-12-13,190253,60,75,"['gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.152,0.89,0.662,0.0,0.0828,-7.928,0.3,139.99,0.756,0,1,4,New Music Friday
126,Nasty,0WlotBaAKbCwFTRnrypGpu,Nasty,Tyga,5LHRHt1k9lMyONurDHEdrp,2022-12-16,208620,68,81,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.148,0.581,0.512,0.0,0.111,-8.126,0.285,104.196,0.685,2,1,4,New Music Friday
127,Breaking Point,2Eg5fW5yInLRGszS4s9eN6,Breaking Point,Leon Thomas,0nnBZ8FXWjG9wZgM2cpfeb,2022-12-12,293571,55,48,['indie r&b'],0.4,0.507,0.538,1.9e-05,0.161,-7.454,0.0643,111.458,0.239,1,1,4,New Music Friday
128,On The Day I Leave,7y7GnibBElUqyJgoXC823x,On The Day I Leave,Mikey Ferrari,6WqxuOkQXo8zDZl0InT5R7,2022-12-14,200979,44,35,[],0.654,0.336,0.371,0.0,0.38,-6.273,0.0391,70.468,0.38,7,1,3,New Music Friday
129,My Skin,0WeCghBzYQy6m8Qh3yLJF7,(i would have followed you),Delaney Bailey,3Os4q49SgEN0Tv3fxKw3Sp,2022-12-16,170826,46,60,"['gen z singer-songwriter', 'indie pop']",0.717,0.297,0.109,0.00406,0.116,-19.426,0.0452,164.528,0.275,5,1,5,New Music Friday
130,No Horse To Ride,2NnlmzSeHsqBmgxAJXWeJ3,No Horse To Ride,Luke Grimes,7Cezk2wEDBPfYCwEuKum1Y,2022-12-16,133873,58,40,[],0.143,0.674,0.334,0.000698,0.11,-7.726,0.0277,120.972,0.352,2,1,4,New Music Friday
131,Tantrum (Pace Yourself),2kdrWIKIhCulhFBAzd4Sed,Tantrum (Pace Yourself),Riovaz,1bhZt10yZVCJfp3HaNxJv8,2022-12-16,123795,61,65,[],0.0102,0.792,0.583,3.45e-05,0.0888,-9.126,0.05,142.233,0.684,1,1,4,New Music Friday
132,It Ain't My Fault,7BQkupVjSN5fDbESwX8xKv,Finally Rich (Complete Edition),Chief Keef,15iVAtD3s3FsQR4w1v6M0P,2022-12-16,195093,52,75,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0.0188,0.694,0.84,0.0,0.339,-3.468,0.242,139.91,0.374,2,0,4,New Music Friday
133,Clip In A Tray (feat. ScHoolboy Q),1Bs02vi750lAWnoGquizgR,The Alchemist Sandwich,The Alchemist,0eVyjRhzZKke2KFYTcDkeu,2022-12-16,183013,52,70,"['alternative hip hop', 'hip hop', 'rap', 'underground hip hop', 'west coast rap']",0.0384,0.694,0.4,0.00362,0.223,-10.144,0.0694,116.928,0.0393,2,1,4,New Music Friday
134,Daily Duppy (Dem Dead),1RLFNhcRa6572GRGfa6TBB,Daily Duppy (Dem Dead),Stefflon Don,2ExGrw6XpbtUAJHTLtUXUD,2022-12-11,179907,52,67,"['dancehall', 'dancehall queen', 'rap', 'uk dancehall', 'uk hip hop']",0.153,0.703,0.495,5.57e-06,0.0903,-4.023,0.431,134.024,0.96,10,0,4,New Music Friday
135,All Or Nothing,2AcKLW30dJ03qXsGU3RehH,All Or Nothing,Topic,0u6GtibW46tFX7koQ6uNJZ,2022-12-16,147973,63,74,"['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']",0.173,0.598,0.783,0.0,0.0696,-3.908,0.0392,126.018,0.396,5,0,4,New Music Friday
136,AVO TOAST,7B5EbapjMpLuK7A7PJUvxn,AVO TOAST,Clinton Kane,7okSU80WTrn4LXlyXYbX3P,2022-12-16,161461,66,70,"['alt z', 'gen z singer-songwriter', 'pop']",0.0812,0.628,0.841,0.0,0.0882,-3.673,0.0687,90.031,0.861,11,1,4,New Music Friday
137,You Are Not Alone,1p5XERqVW5EnTRoR3I5mBQ,You Are Not Alone,Tom Grennan,5SHxzwjek1Pipl1Yk11UHv,2022-12-16,165835,58,72,"['dance pop', 'tropical house']",0.874,0.514,0.252,0.0,0.117,-6.251,0.0279,78.029,0.196,0,1,4,New Music Friday
138,Used To It,4s2wGb58RztbSvjqUK8w0a,Used To It,Michal Leah,50AUL69nMKHvAFs20YXGqb,2022-12-16,162873,53,53,[],0.91,0.505,0.237,0.0,0.0994,-9.44,0.0422,116.696,0.246,0,1,4,New Music Friday
139,No Bad Days (featuring Jimmie Allen),2ZX3qn7oFWV8vZbBTsz48W,No Bad Days (featuring Jimmie Allen),Flo Rida,0jnsk9HBra6NMjO2oANoPY,2022-12-16,145499,61,78,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",0.151,0.68,0.556,2.87e-06,0.0776,-7.258,0.054,81.984,0.606,1,1,4,New Music Friday
140,Home,7jsO0c5SFIVHRY0fafblup,Home,Russ,1z7b1Pr1rSlvWRzsW3HOrS,2022-12-16,159000,65,77,"['hawaiian hip hop', 'rap']",0.285,0.509,0.43,0.0113,0.0616,-8.732,0.288,160.018,0.382,5,0,4,New Music Friday
141,SUPRA 94TRO,711HDUbtqYw1FEdSk5dkpO,SUPRA 94TRO,Alvaro Diaz,5J7rXWjtn5HzUkJ4Jet8Fr,2022-12-16,176680,61,69,"['reggaeton', 'trap boricua', 'urbano latino']",0.388,0.809,0.795,6.02e-06,0.0848,-4.827,0.0871,95.972,0.645,8,0,4,New Music Friday
142,Set It,4lyJX3Yn9c2IpUUwrfQhyO,Set It,Popcaan,62DmErcU7dqZbJaDqwsqzR,2022-12-16,154582,51,66,"['dancehall', 'jamaican hip hop', 'reggae fusion', 'traphall']",0.194,0.657,0.822,0.0,0.089,-3.964,0.487,137.292,0.836,7,1,3,New Music Friday
143,FLEEK,2BQMGNScdPTSB7OdZiwE0U,FLEEK,Mike Dimes,6rIaHuCIUu32uj2CjlEBN3,2022-12-13,150906,55,64,"['rap', 'viral rap']",0.0177,0.667,0.732,0.0,0.327,-4.704,0.209,112.997,0.6,1,1,4,New Music Friday
144,Strung Out Johnny,3bztP3gif7mrJ1LidczGWu,Strung Out Johnny,Iggy Pop,33EUXrFKGjpUSGacqEHhU4,2022-12-12,253893,55,64,"['classic rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'punk', 'rock']",0.000156,0.521,0.884,0.0191,0.0837,-5.354,0.0387,124.051,0.465,10,0,4,New Music Friday
145,The Interest Of Time,6Ou5sczB2s4TB8DS9SC6KH,The Interest Of Time,Dawes,0CDUUM6KNRvgBFYIbWxJwV,2022-12-14,395506,47,51,"['alternative country', 'deep new americana', 'indie folk', 'indie rock', 'modern folk rock', 'new americana', 'pop rock', 'roots rock', 'stomp and holler']",0.902,0.503,0.289,0.0354,0.0685,-14.37,0.0614,149.198,0.18,8,0,3,New Music Friday
146,Live On,5pYwbLOxKzqnUxcLMGrIhK,Human,Ross Copperman,5nHR37FDSU4I0QQta0AZ1C,2022-12-16,150879,44,48,"['acoustic pop', 'neo mellow', 'piano rock']",0.524,0.47,0.403,0.0,0.0657,-8.283,0.0356,162.371,0.405,7,0,4,New Music Friday
147,Walk Out That Door,7lABdrRyMlxMWZzU3SKWoA,Walk Out That Door,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,2022-12-16,167254,59,71,"['canadian hip hop', 'pop']",0.567,0.637,0.534,0.0,0.178,-7.303,0.0532,162.107,0.22,2,1,4,New Music Friday
148,Lied To You,0Ybs69xJuqGqvpFubnHGt8,Lied To You,August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,2022-12-16,180540,50,62,"['dance pop', 'pop r&b', 'pop rap', 'r&b', 'trap', 'urban contemporary']",0.171,0.767,0.61,0.0,0.138,-8.15,0.275,89.939,0.826,1,0,3,New Music Friday
149,Your Word,0bXV9A43xM2d5cB6SCZrCk,"Sometimes, I'm Speechless",IYAMAH,3kf01riKEcjHq6eiATvWT1,2022-12-14,285000,41,42,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",0.201,0.757,0.467,0.0,0.107,-7.875,0.0949,79.991,0.576,5,1,4,New Music Friday
150,Florida,34pOJWcmlxBUDkHaoqG1K2,Florida,Junior Varsity,27tsCOGutD6wmFnv4eKWMp,2022-12-16,147671,46,44,['modern alternative pop'],0.935,0.511,0.276,0.0954,0.134,-13.755,0.0523,89.425,0.582,7,1,4,New Music Friday
151,ever fallen?,2sGCU9QbPOaHkavcFJdtCu,ever fallen?,Kate Peytavin,6PnD7O3Er35tK4TeFyndOS,2022-12-16,168725,54,36,[],0.178,0.338,0.525,2.59e-06,0.129,-7.388,0.0565,199.935,0.129,1,0,3,New Music Friday
152,Man On A Mission (feat. SL),1IHPOnF7GswcdGa9F5zBBg,Man On A Mission (feat. SL),A1 x J1,1WO1hFAkFbeo9tV3uVX7Dy,2022-12-15,114823,61,67,"['chill drill', 'melodic drill']",0.463,0.796,0.406,0.0,0.151,-9.816,0.077,135.944,0.869,1,1,4,New Music Friday
153,WitDemDicks!,6ycYxIWYm4pdfiFPHHTzWA,WitDemDicks!,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,2015,72862,55,88,"['emo rap', 'miami hip hop']",0.0128,0.746,0.828,1.41e-05,0.14,-3.812,0.0697,135.093,0.184,11,0,4,New Music Friday
154,Ain’t Right,5cJoIc7QehxhaX6MthuGsZ,The Main Bird,NoCap,4PNHuWkk4ee6R8WEhFVPf5,2022-12-16,126928,53,63,"['alabama rap', 'atl trap', 'trap']",0.02,0.8,0.375,0.0,0.121,-6.834,0.129,139.985,0.0561,1,1,4,New Music Friday
155,No More Friends,2kMuUWfsueRPYWxyaTSHd8,No More Friends,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,2022-12-16,121600,56,68,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap', 'viral rap']",0.00816,0.645,0.842,0.0,0.396,-3.023,0.0983,150.039,0.237,5,0,4,New Music Friday
156,Sparks,0SG7XH1L4gMwcXkLuMjDgq,Sparks,MEDUZA,0xRXCcSX89eobfrshSVdyu,2022-12-16,170322,61,77,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop house', 'tropical house']",0.00836,0.574,0.891,5.79e-05,0.0454,-5.613,0.0392,123.959,0.253,9,0,4,New Music Friday
157,My Bed,4w7hfP5OC7L8JqTNYvyneq,Alive and Unwell (Deluxe),Leah Kate,6oWOHAOyBUn6aJlKIPJK9r,2022-12-16,164131,56,64,"['alt z', 'pop']",0.0887,0.663,0.768,5.95e-06,0.232,-5.133,0.0322,127.978,0.715,4,0,4,New Music Friday
158,I Don't Cry (I Dance),2tFCXCtEWcWCXIPpgjqdfg,I Don't Cry (I Dance),Rosse,0rUWPf3mbRGeUusm1P3Z4i,2022-12-16,152247,44,39,[],0.0227,0.718,0.929,0.174,0.274,-3.735,0.102,129.908,0.638,4,0,4,New Music Friday
159,DANGEROUS,0k80yAzBKXrKvqGC3Gyndy,DANGEROUS,AViVA,50tDsT4wwq8FCMJNkn1D67,2022-12-16,212050,49,61,"['alt z', 'vapor pop']",0.221,0.86,0.294,1.1e-06,0.0781,-7.08,0.282,140.025,0.361,3,0,4,New Music Friday
160,feel something at all,1QdFmLI6BdG9JVMMfJuWsd,feel something at all,93FEETOFSMOKE,0plNgbIlOc13T8ot3vyK79,2022-12-16,148695,47,49,"['emo rap', 'hyperpop', 'sad rap']",0.00558,0.719,0.912,0.0,0.207,-4.513,0.0627,138.051,0.675,7,1,4,New Music Friday
161,Blink,22rEAnPqaPscewQeBHVUX4,Blink,the moss,4wPeDqxPKkBN50kr8XhEma,2022-12-16,265412,46,46,[],0.51,0.558,0.676,0.00285,0.143,-6.655,0.0376,118.11,0.279,7,1,4,New Music Friday
162,Holler Rose,0ujvVX73gAmCI4jsHJDOBT,"North Georgia Rounder, Ch. 1-4",Pony Bradshaw,0ATGYvt8HyUK8ydaxJybSi,2022-12-16,291600,43,51,"['roots americana', 'southern americana']",0.144,0.429,0.462,0.00984,0.107,-9.49,0.0337,187.741,0.311,1,1,4,New Music Friday
163,Así Nací,45Ugm9xuEUtnItECxHghGx,Haciendo Magia,Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,2022-12-16,167893,61,80,"['corrido', 'norteno', 'nueva musica mexicana', 'sad sierreno']",0.514,0.726,0.51,0.0,0.156,-9.766,0.0978,100.19,0.81,7,0,4,New Music Friday
164,SUKISADA,1uawwhj5sMN2M535rWd4Xs,SUKISADA,Sada Baby,2JSwnwAT1BupAQkhqcRCUw,2022-12-16,221538,45,58,"['detroit trap', 'scam rap', 'trap']",0.00547,0.819,0.823,0.0,0.0912,-5.576,0.23,103.995,0.525,1,1,4,New Music Friday
165,Sko,7Atyu3gAjkdmxYt0kZawgX,Sko,PGF Nuk,0PUh7TSiwhSf0xL0b6SLXH,2022-12-14,150588,47,57,[],0.0429,0.663,0.507,0.0,0.085,-7.402,0.386,153.738,0.414,1,1,4,New Music Friday
166,They Don't Know,3iuGyJQKwSIozygB3nwojP,They Don't Know,MO3,44JEJiBvti7NiEhAfzWstv,2022-12-16,168016,61,62,"['dfw rap', 'trap']",0.249,0.393,0.561,0.0,0.137,-9.224,0.414,76.119,0.402,2,0,5,New Music Friday
167,Ecstasy Of Soul,1E0CZWim9mfwrCkXvieES8,Ecstasy Of Soul,Zeds Dead,67qogtRNI0GjUr8PlaG6Zh,2022-12-14,238400,63,63,"['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electronic trap', 'progressive electro house', 'vapor twitch']",0.0238,0.379,0.898,0.0265,0.374,-2.19,0.219,150.223,0.129,11,0,4,New Music Friday
168,Clown,2PSi13KgML5Ala7EkUzwhV,Clown,Njomza,3zOUpziwcfY2bCh4VyJ4Am,2022-12-15,148192,40,51,[],0.0181,0.847,0.564,0.00155,0.0674,-4.968,0.0338,104.012,0.809,11,0,4,New Music Friday
169,Ultimate Self,2DhdPfwL8RBRFekTrXM1Rj,Ultimate Self,Lani Rose,7bdI7Q9ffxcej6cfVUktvb,2022-12-16,225000,45,40,"['chill pop', 'indie r&b']",0.763,0.479,0.295,0.00245,0.114,-13.02,0.0276,144.071,0.207,0,1,3,New Music Friday
